INT	INT	INT	INT
Index	ItemId	ExteriorType	ExteriorId
700	10142205	3	114	
701	10142206	3	114	
702	10142207	3	114	
703	10142208	3	114	
704	10142209	3	114	
705	10142210	3	114	
706	10142211	3	114	
707	10142212	3	114	
708	10142213	3	114	
709	10142214	3	114	
710	10142215	3	114	
711	10142216	3	114	
712	10142217	3	114	
713	10142218	3	114	
714	10142219	3	114	
715	10142220	3	115	
716	10142221	3	115	
717	10142222	3	115	
718	10142223	3	115	
719	10142224	3	115	
720	10142225	3	115	
721	10142226	3	115	
722	10142227	3	115	
723	10142228	3	115	
724	10142229	3	115	
725	10142230	3	115	
726	10142231	3	115	
727	10142232	3	115	
728	10142233	3	115	
729	10142234	3	115	
730	10142235	3	115	
731	10142236	3	115	
732	10142237	3	115	
733	10142238	3	116	
734	10142239	3	116	
735	10142240	3	116	
736	10142241	3	116	
737	10142242	3	116	
738	10142243	3	116	
739	10142244	3	116	
740	10142245	3	116	
741	10142246	3	116	
742	10142247	3	116	
743	10142248	3	116	
744	10142249	3	116	
745	10142250	3	116	
746	10142251	3	116	
747	10142252	3	116	
748	10142253	3	116	
749	10142254	3	117	
750	10142255	3	117	
751	10142256	3	117	
752	10142257	3	117	
753	10142258	3	117	
754	10142259	3	117	
755	10142260	3	117	
756	10142261	3	117	
757	10142262	3	117	
758	10142263	3	117	
759	10142264	3	117	
760	10142265	3	117	
761	10142266	3	117	
762	10142267	3	117	
763	10142268	3	117	
764	10142269	3	117	
765	10142270	3	26	
766	10142271	3	26	
767	10142288	3	118	
768	10142289	3	118	
769	10142290	3	118	
770	10142291	3	118	
771	10142292	3	118	
772	10142293	3	118	
773	10142294	3	118	
774	10142295	3	118	
775	10142296	3	118	
776	10142297	3	118	
777	10142298	3	118	
778	10142299	3	118	
779	10142300	3	118	
780	10142301	3	118	
781	10142302	3	118	
782	10142303	3	118	
783	10142304	3	53	
784	10142272	3	119	
785	10142273	3	119	
786	10142274	3	119	
787	10142275	3	119	
788	10142276	3	119	
789	10142277	3	119	
790	10142278	3	119	
791	10142279	3	119	
792	10142280	3	119	
793	10142281	3	119	
794	10142282	3	119	
795	10142283	3	119	
796	10142284	3	119	
797	10142285	3	119	
798	10142286	3	119	
799	10142287	3	119	
800	10142305	3	120	
801	10142306	3	120	
802	10142307	3	120	
803	10142308	3	120	
804	10142309	3	120	
805	10142310	3	120	
806	10142311	3	120	
807	10142312	3	120	
808	10142313	3	120	
809	10142314	3	120	
810	10142315	3	120	
811	10142316	3	120	
812	10142317	3	120	
813	10142318	3	120	
814	10142319	3	120	
815	10142320	3	120	
816	10142321	3	46	
817	10142322	3	32	
818	10142323	3	32	
819	10142324	3	121	
820	10142325	3	121	
821	10142326	3	121	
822	10142327	3	121	
823	10142328	3	121	
824	10142329	3	121	
825	10142330	3	121	
826	10142331	3	121	
827	10142332	3	121	
828	10142333	3	121	
829	10142334	3	121	
830	10142335	3	121	
831	10142336	3	121	
832	10142337	3	121	
833	10142338	3	121	
834	10142339	3	121	
835	10142340	3	121	
836	10142341	3	121	
837	10142342	3	122	
838	10142343	3	122	
839	10142344	3	122	
840	10142345	3	122	
841	10142346	3	122	
842	10142347	3	122	
843	10142348	3	122	
844	10142349	3	122	
845	10142350	3	122	
846	10142351	3	122	
847	10142352	3	122	
848	10142353	3	122	
849	10142354	3	122	
850	10142355	3	122	
851	10142356	3	122	
852	10142357	3	122	
853	10142358	3	122	
854	10142359	3	122	
855	10142360	3	123	
856	10142361	3	123	
857	10142362	3	123	
858	10142363	3	123	
859	10142364	3	123	
860	10142365	3	123	
861	10142366	3	123	
862	10142367	3	123	
863	10142368	3	123	
864	10142369	3	123	
865	10142370	3	123	
866	10142371	3	123	
867	10142372	3	123	
868	10142373	3	123	
869	10142374	3	123	
870	10142375	3	123	
871	10142376	3	124	
872	10142377	3	124	
873	10142378	3	124	
874	10142379	3	124	
875	10142380	3	124	
876	10142381	3	124	
877	10142382	3	124	
878	10142383	3	124	
879	10142384	3	124	
880	10142385	3	124	
881	10142386	3	124	
882	10142387	3	124	
883	10142388	3	124	
884	10142389	3	124	
885	10142390	3	124	
886	10142391	3	124	
887	10142392	3	125	
888	10142393	3	125	
889	10142394	3	125	
890	10142395	3	125	
891	10142396	3	125	
892	10142397	3	125	
893	10142398	3	125	
894	10142399	3	125	
895	10142400	3	125	
896	10142401	3	125	
897	10142402	3	125	
898	10142403	3	125	
899	10142404	3	125	
900	10142405	3	125	
901	10142406	3	125	
902	10142407	3	125	
903	10142408	3	126	
904	10142409	3	126	
905	10142410	3	126	
906	10142411	3	126	
907	10142412	3	126	
908	10142413	3	126	
909	10142414	3	126	
910	10142415	3	126	
911	10142416	3	126	
912	10142417	3	126	
913	10142418	3	126	
914	10142419	3	126	
915	10142420	3	126	
916	10142421	3	126	
917	10142422	3	126	
918	10142423	3	126	
919	10142424	3	126	
920	10142425	3	127	
921	10142426	3	127	
922	10142427	3	127	
923	10142428	3	127	
924	10142429	3	127	
925	10142430	3	127	
926	10142431	3	127	
927	10142432	3	127	
928	10142433	3	127	
929	10142434	3	127	
930	10142435	3	127	
931	10142436	3	127	
932	10142437	3	127	
933	10142438	3	127	
934	10142439	3	127	
935	10142440	3	127	
936	10142441	3	128	
937	10142442	3	128	
938	10142443	3	128	
939	10142444	3	128	
940	10142445	3	128	
941	10142446	3	128	
942	10142447	3	128	
943	10142448	3	128	
944	10142449	3	128	
945	10142450	3	128	
946	10142451	3	128	
947	10142452	3	128	
948	10142453	3	128	
949	10142454	3	128	
950	10142455	3	128	
951	10142456	3	128	
952	10142457	3	128	
953	10142458	3	128	
954	10142459	3	129	
955	10142460	3	129	
956	10142461	3	129	
957	10142462	3	129	
958	10142463	3	129	
959	10142464	3	129	
960	10142465	3	129	
961	10142466	3	129	
962	10142467	3	129	
963	10142468	3	129	
964	10142469	3	129	
965	10142470	3	129	
966	10142471	3	129	
967	10142472	3	129	
968	10142473	3	129	
969	10142474	3	129	
970	10142475	3	129	
971	10142476	3	129	
972	10142477	3	130	
973	10142478	3	130	
974	10142479	3	130	
975	10142480	3	130	
976	10142481	3	130	
977	10142482	3	130	
978	10142483	3	130	
979	10142484	3	130	
980	10142485	3	130	
981	10142486	3	130	
982	10142487	3	130	
983	10142488	3	130	
984	10142489	3	130	
985	10142490	3	130	
986	10142491	3	130	
987	10142492	3	130	
988	10142493	3	86	
989	10142510	3	131	
990	10142511	3	131	
991	10142512	3	131	
992	10142513	3	131	
993	10142514	3	131	
994	10142515	3	131	
995	10142516	3	131	
996	10142517	3	131	
997	10142518	3	131	
998	10142519	3	131	
999	10142520	3	131	
1000	10142521	3	131	
1001	10142522	3	131	
1002	10142523	3	131	
1003	10142524	3	131	
1004	10142525	3	131	
1005	10142526	3	131	
1006	10142527	3	131	
1007	10142536	3	132	
1008	10142554	3	133	
1009	10142572	3	134	
1010	10142590	3	135	
1083	10142672	3	136	
1084	10142673	3	136	
1085	10142674	3	136	
1086	10142675	3	136	
1087	10142676	3	136	
1088	10142677	3	136	
1089	10142678	3	136	
1090	10142679	3	136	
1091	10142680	3	136	
1092	10142681	3	136	
1093	10142682	3	136	
1094	10142683	3	136	
1095	10142684	3	136	
1096	10142685	3	136	
1097	10142686	3	136	
1098	10142687	3	136	
1099	10142688	3	136	
1100	10142689	3	136	
1101	10142494	3	137	
1102	10142495	3	137	
1103	10142496	3	137	
1104	10142497	3	137	
1105	10142498	3	137	
1106	10142499	3	137	
1107	10142500	3	137	
1108	10142501	3	138	
1109	10142502	3	137	
1110	10142503	3	137	
1111	10142504	3	137	
1112	10142505	3	137	
1113	10142506	3	137	
1114	10142507	3	137	
1115	10142508	3	137	
1116	10142509	3	137	
1117	10142690	3	139	
1118	10142691	3	139	
1119	10142692	3	139	
1120	10142693	3	139	
1121	10142694	3	139	
1122	10142695	3	139	
1123	10142696	3	139	
1124	10142697	3	139	
1125	10142698	3	139	
1126	10142699	3	139	
1127	10142700	3	139	
1128	10142701	3	139	
1129	10142702	3	139	
1130	10142703	3	139	
1131	10142704	3	139	
1132	10142705	3	139	
1133	10142706	3	139	
1134	10142707	3	139	
1135	10142708	3	140	
1136	10142709	3	140	
1137	10142710	3	140	
1138	10142711	3	140	
1139	10142712	3	140	
1140	10142713	3	140	
1141	10142714	3	140	
1142	10142715	3	140	
1143	10142716	3	140	
1144	10142717	3	140	
1145	10142718	3	140	
1146	10142719	3	140	
1147	10142720	3	140	
1148	10142721	3	140	
1149	10142722	3	140	
1150	10142723	3	140	
1151	10142724	3	140	
1152	10142725	3	140	
1153	10142726	3	141	
1154	10142727	3	141	
1155	10142728	3	141	
1156	10142729	3	141	
1157	10142730	3	141	
1158	10142731	3	141	
1159	10142732	3	141	
1160	10142733	3	141	
1161	10142734	3	141	
1162	10142735	3	141	
1163	10142736	3	141	
1164	10142737	3	141	
1165	10142738	3	141	
1166	10142739	3	141	
1167	10142740	3	141	
1168	10142741	3	141	
1169	10142742	3	141	
1170	10142743	3	141	
1171	10142750	3	142	
1172	10142751	3	142	
1173	10142752	3	142	
1174	10142753	3	142	
1175	10142754	3	142	
1176	10142755	3	142	
1177	10142756	3	142	
1178	10142757	3	142	
1179	10142758	3	142	
1180	10142759	3	142	
1181	10142760	3	142	
1182	10142761	3	142	
1183	10142762	3	142	
1184	10142763	3	142	
1185	10142764	3	142	
1186	10142765	3	142	
1187	10142766	3	142	
1188	10142767	3	142	
1189	10142768	3	143	
1190	10142769	3	143	
1191	10142770	3	143	
1192	10142771	3	143	
1193	10142772	3	143	
1194	10142773	3	143	
1195	10142774	3	143	
1196	10142775	3	143	
1197	10142776	3	143	
1198	10142777	3	143	
1199	10142778	3	143	
1200	10142779	3	143	
1201	10142780	3	143	
1202	10142781	3	143	
1203	10142782	3	143	
1204	10142783	3	143	
1205	10142784	3	143	
1206	10142785	3	143	
1207	10142744	3	147	
1208	10142745	3	148	
1209	10142746	3	149	
1210	10142747	3	149	
1211	10142748	3	149	
1212	10142749	3	149	
1213	10142786	3	144	
1214	10142787	3	144	
1215	10142788	3	144	
1216	10142789	3	144	
1217	10142790	3	144	
1218	10142791	3	144	
1219	10142792	3	144	
1220	10142793	3	144	
1221	10142794	3	144	
1222	10142795	3	144	
1223	10142796	3	144	
1224	10142797	3	144	
1225	10142798	3	144	
1226	10142799	3	144	
1227	10142800	3	144	
1228	10142801	3	144	
1229	10142802	3	145	
1230	10142803	3	145	
1231	10142804	3	145	
1232	10142805	3	145	
1233	10142806	3	145	
1234	10142807	3	145	
1235	10142808	3	145	
1236	10142809	3	145	
1237	10142810	3	145	
1238	10142811	3	145	
1239	10142812	3	145	
1240	10142813	3	145	
1241	10142814	3	145	
1242	10142815	3	145	
1243	10142816	3	145	
1244	10142817	3	145	
1245	10142818	3	146	
1246	10142819	3	146	
1247	10142820	3	146	
1248	10142821	3	146	
1249	10142822	3	146	
1250	10142823	3	146	
1251	10142824	3	146	
1252	10142825	3	146	
1253	10142826	3	146	
1254	10142827	3	146	
1255	10142828	3	146	
1256	10142829	3	146	
1257	10142830	3	146	
1258	10142831	3	146	
1259	10142832	3	146	
1260	10142833	3	146	
1261	10142834	3	144	
1262	10142835	3	144	
1263	10142836	3	145	
1264	10142837	3	145	
1265	10142838	3	146	
1266	10142839	3	146	
1267	10142840	3	150	
1268	10142841	3	150	
1269	10142842	3	150	
1270	10142843	3	150	
1271	10142844	3	150	
1272	10142845	3	150	
1273	10142846	3	150	
1274	10142847	3	150	
1275	10142848	3	150	
1276	10142849	3	150	
1277	10142850	3	150	
1278	10142851	3	150	
1279	10142852	3	150	
1280	10142853	3	150	
1281	10142854	3	150	
1282	10142855	3	150	
1283	10142856	3	151	
1284	10142857	3	151	
1285	10142858	3	151	
1286	10142859	3	151	
1287	10142860	3	151	
1288	10142861	3	151	
1289	10142862	3	151	
1290	10142863	3	151	
1291	10142864	3	151	
1292	10142865	3	151	
1293	10142866	3	151	
1294	10142867	3	151	
1295	10142868	3	151	
1296	10142869	3	151	
1297	10142870	3	151	
1298	10142871	3	151	
1299	10142872	3	151	
1300	10142873	3	151	
1301	10142874	3	152	
1302	10142875	3	152	
1303	10142876	3	152	
1304	10142877	3	152	
1305	10142878	3	152	
1306	10142879	3	152	
1307	10142880	3	152	
1308	10142881	3	152	
1309	10142882	3	152	
1310	10142883	3	152	
1311	10142884	3	152	
1312	10142885	3	152	
1313	10142886	3	152	
1314	10142887	3	152	
1315	10142888	3	152	
1316	10142889	3	152	
