INT	STRING	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT
TransId	源场景名称	原场景ID	传送NPC名	INT	POSX	POSZ	INT	INT	INT	INT	TARSCENE	STRING	NeedLevel	TARPOSX	TARPOSZ
90	丐帮总舵	10	张全祥	5	95	120	-1	-1	-1	-1	2	大理	10	241	136	
91	丐帮总舵	10	张全祥	5	95	120	-1	-1	-1	-1	16	门派-星宿	10	99	150	
92	丐帮总舵	10	张全祥	5	95	120	-1	-1	-1	-1	14	门派-逍遥	10	69	142	
93	丐帮总舵	10	张全祥	5	95	120	-1	-1	-1	-1	9	门派-少林	10	93	132	
94	丐帮总舵	10	张全祥	5	95	120	-1	-1	-1	-1	17	门派-天山	10	90	120	
95	丐帮总舵	10	张全祥	5	95	120	-1	-1	-1	-1	13	门派-天龙	10	99	120	
96	丐帮总舵	10	张全祥	5	95	120	-1	-1	-1	-1	15	门派-峨嵋	10	86	142	
97	丐帮总舵	10	张全祥	5	95	120	-1	-1	-1	-1	12	门派-武当	10	101	136	
98	丐帮总舵	10	张全祥	5	95	120	-1	-1	-1	-1	11	门派-明教	10	102	167	
99	丐帮总舵	10	张全祥	5	95	120	-1	-1	-1	-1	10	门派-丐帮	10	95	120	
100	光明殿	11	方七佛	0	102	167	-1	-1	-1	-1	0	洛阳	10	139	182	
101	光明殿	11	方七佛	0	102	167	-1	-1	-1	-1	0	洛阳-九州商会	10	230	129	
102	光明殿	11	方七佛	0	102	167	-1	-1	-1	-1	1	苏州	10	111	160	
103	光明殿	11	方七佛	0	102	167	-1	-1	-1	-1	1	苏州-铁匠铺	10	239	128	
104	光明殿	11	方七佛	0	102	167	-1	-1	-1	-1	2	大理	10	241	136	
105	光明殿	11	方七佛	0	102	167	-1	-1	-1	-1	16	门派-星宿	10	99	150	
106	光明殿	11	方七佛	0	102	167	-1	-1	-1	-1	14	门派-逍遥	10	69	142	
107	光明殿	11	方七佛	0	102	167	-1	-1	-1	-1	9	门派-少林	10	93	132	
108	光明殿	11	方七佛	0	102	167	-1	-1	-1	-1	17	门派-天山	10	90	120	
109	光明殿	11	方七佛	0	102	167	-1	-1	-1	-1	13	门派-天龙	10	99	120	
110	光明殿	11	方七佛	0	102	167	-1	-1	-1	-1	15	门派-峨嵋	10	86	142	
111	光明殿	11	方七佛	0	102	167	-1	-1	-1	-1	12	门派-武当	10	101	136	
112	光明殿	11	方七佛	0	102	167	-1	-1	-1	-1	11	门派-明教	10	102	167	
113	光明殿	11	方七佛	0	102	167	-1	-1	-1	-1	10	门派-丐帮	10	95	120	
114	武当山	12	莫太冲	4	101	136	-1	-1	-1	-1	0	洛阳	10	139	182	
115	武当山	12	莫太冲	4	101	136	-1	-1	-1	-1	0	洛阳-九州商会	10	230	129	
116	武当山	12	莫太冲	4	101	136	-1	-1	-1	-1	1	苏州	10	111	160	
117	武当山	12	莫太冲	4	101	136	-1	-1	-1	-1	1	苏州-铁匠铺	10	239	128	
118	武当山	12	莫太冲	4	101	136	-1	-1	-1	-1	2	大理	10	241	136	
119	武当山	12	莫太冲	4	101	136	-1	-1	-1	-1	16	门派-星宿	10	99	150	
120	武当山	12	莫太冲	4	101	136	-1	-1	-1	-1	14	门派-逍遥	10	69	142	
121	武当山	12	莫太冲	4	101	136	-1	-1	-1	-1	9	门派-少林	10	93	132	
122	武当山	12	莫太冲	4	101	136	-1	-1	-1	-1	17	门派-天山	10	90	120	
123	武当山	12	莫太冲	4	101	136	-1	-1	-1	-1	13	门派-天龙	10	99	120	
124	武当山	12	莫太冲	4	101	136	-1	-1	-1	-1	15	门派-峨嵋	10	86	142	
125	武当山	12	莫太冲	4	101	136	-1	-1	-1	-1	12	门派-武当	10	101	136	
126	武当山	12	莫太冲	4	101	136	-1	-1	-1	-1	11	门派-明教	10	102	167	
127	武当山	12	莫太冲	4	101	136	-1	-1	-1	-1	10	门派-丐帮	10	95	120	
128	天龙寺	13	破嗔	21	99	120	-1	-1	-1	-1	0	洛阳	10	139	182	
129	天龙寺	13	破嗔	21	99	120	-1	-1	-1	-1	0	洛阳-九州商会	10	230	129	
130	天龙寺	13	破嗔	21	99	120	-1	-1	-1	-1	1	苏州	10	111	160	
131	天龙寺	13	破嗔	21	99	120	-1	-1	-1	-1	1	苏州-铁匠铺	10	239	128	
132	天龙寺	13	破嗔	21	99	120	-1	-1	-1	-1	2	大理	10	241	136	
133	天龙寺	13	破嗔	21	99	120	-1	-1	-1	-1	16	门派-星宿	10	99	150	
134	天龙寺	13	破嗔	21	99	120	-1	-1	-1	-1	14	门派-逍遥	10	69	142	
135	天龙寺	13	破嗔	21	99	120	-1	-1	-1	-1	9	门派-少林	10	93	132	
136	天龙寺	13	破嗔	21	99	120	-1	-1	-1	-1	17	门派-天山	10	90	120	
137	天龙寺	13	破嗔	21	99	120	-1	-1	-1	-1	13	门派-天龙	10	99	120	
138	天龙寺	13	破嗔	21	99	120	-1	-1	-1	-1	15	门派-峨嵋	10	86	142	
139	天龙寺	13	破嗔	21	99	120	-1	-1	-1	-1	12	门派-武当	10	101	136	
140	天龙寺	13	破嗔	21	99	120	-1	-1	-1	-1	11	门派-明教	10	102	167	
141	天龙寺	13	破嗔	21	99	120	-1	-1	-1	-1	10	门派-丐帮	10	95	120	
142	凌波洞	14	李傀儡	11	69	142	-1	-1	-1	-1	0	洛阳	10	139	182	
143	凌波洞	14	李傀儡	11	69	142	-1	-1	-1	-1	0	洛阳-九州商会	10	230	129	
144	凌波洞	14	李傀儡	11	69	142	-1	-1	-1	-1	1	苏州	10	111	160	
145	凌波洞	14	李傀儡	11	69	142	-1	-1	-1	-1	1	苏州-铁匠铺	10	239	128	
146	凌波洞	14	李傀儡	11	69	142	-1	-1	-1	-1	2	大理	10	241	136	
147	凌波洞	14	李傀儡	11	69	142	-1	-1	-1	-1	16	门派-星宿	10	99	150	
148	凌波洞	14	李傀儡	11	69	142	-1	-1	-1	-1	14	门派-逍遥	10	69	142	
149	凌波洞	14	李傀儡	11	69	142	-1	-1	-1	-1	9	门派-少林	10	93	132	
150	凌波洞	14	李傀儡	11	69	142	-1	-1	-1	-1	17	门派-天山	10	90	120	
151	凌波洞	14	李傀儡	11	69	142	-1	-1	-1	-1	13	门派-天龙	10	99	120	
152	凌波洞	14	李傀儡	11	69	142	-1	-1	-1	-1	15	门派-峨嵋	10	86	142	
153	凌波洞	14	李傀儡	11	69	142	-1	-1	-1	-1	12	门派-武当	10	101	136	
154	凌波洞	14	李傀儡	11	69	142	-1	-1	-1	-1	11	门派-明教	10	102	167	
155	凌波洞	14	李傀儡	11	69	142	-1	-1	-1	-1	10	门派-丐帮	10	95	120	
156	峨嵋山	15	杨四娘	10	86	142	-1	-1	-1	-1	0	洛阳	10	139	182	
157	峨嵋山	15	杨四娘	10	86	142	-1	-1	-1	-1	0	洛阳-九州商会	10	230	129	
158	峨嵋山	15	杨四娘	10	86	142	-1	-1	-1	-1	1	苏州	10	111	160	
159	峨嵋山	15	杨四娘	10	86	142	-1	-1	-1	-1	1	苏州-铁匠铺	10	239	128	
160	峨嵋山	15	杨四娘	10	86	142	-1	-1	-1	-1	2	大理	10	241	136	
161	峨嵋山	15	杨四娘	10	86	142	-1	-1	-1	-1	16	门派-星宿	10	99	150	
162	峨嵋山	15	杨四娘	10	86	142	-1	-1	-1	-1	14	门派-逍遥	10	69	142	
163	峨嵋山	15	杨四娘	10	86	142	-1	-1	-1	-1	9	门派-少林	10	93	132	
164	峨嵋山	15	杨四娘	10	86	142	-1	-1	-1	-1	17	门派-天山	10	90	120	
165	峨嵋山	15	杨四娘	10	86	142	-1	-1	-1	-1	13	门派-天龙	10	99	120	
166	峨嵋山	15	杨四娘	10	86	142	-1	-1	-1	-1	15	门派-峨嵋	10	86	142	
167	峨嵋山	15	杨四娘	10	86	142	-1	-1	-1	-1	12	门派-武当	10	101	136	
168	峨嵋山	15	杨四娘	10	86	142	-1	-1	-1	-1	11	门派-明教	10	102	167	
169	峨嵋山	15	杨四娘	10	86	142	-1	-1	-1	-1	10	门派-丐帮	10	95	120	
170	星宿海	16	天狼子	10	99	150	-1	-1	-1	-1	0	洛阳	10	139	182	
171	星宿海	16	天狼子	10	99	150	-1	-1	-1	-1	0	洛阳-九州商会	10	230	129	
172	星宿海	16	天狼子	10	99	150	-1	-1	-1	-1	1	苏州	10	111	160	
173	星宿海	16	天狼子	10	99	150	-1	-1	-1	-1	1	苏州-铁匠铺	10	239	128	
174	星宿海	16	天狼子	10	99	150	-1	-1	-1	-1	2	大理	10	241	136	
175	星宿海	16	天狼子	10	99	150	-1	-1	-1	-1	16	门派-星宿	10	99	150	
176	星宿海	16	天狼子	10	99	150	-1	-1	-1	-1	14	门派-逍遥	10	69	142	
177	星宿海	16	天狼子	10	99	150	-1	-1	-1	-1	9	门派-少林	10	93	132	
178	星宿海	16	天狼子	10	99	150	-1	-1	-1	-1	17	门派-天山	10	90	120	
179	星宿海	16	天狼子	10	99	150	-1	-1	-1	-1	13	门派-天龙	10	99	120	
180	星宿海	16	天狼子	10	99	150	-1	-1	-1	-1	15	门派-峨嵋	10	86	142	
181	星宿海	16	天狼子	10	99	150	-1	-1	-1	-1	12	门派-武当	10	101	136	
182	星宿海	16	天狼子	10	99	150	-1	-1	-1	-1	11	门派-明教	10	102	167	
183	星宿海	16	天狼子	10	99	150	-1	-1	-1	-1	10	门派-丐帮	10	95	120	
184	天山	17	乌老大	7	90	120	-1	-1	-1	-1	0	洛阳	10	139	182	
185	天山	17	乌老大	7	90	120	-1	-1	-1	-1	0	洛阳-九州商会	10	230	129	
186	天山	17	乌老大	7	90	120	-1	-1	-1	-1	1	苏州	10	111	160	
187	天山	17	乌老大	7	90	120	-1	-1	-1	-1	1	苏州-铁匠铺	10	239	128	
188	天山	17	乌老大	7	90	120	-1	-1	-1	-1	2	大理	10	241	136	
189	天山	17	乌老大	7	90	120	-1	-1	-1	-1	16	门派-星宿	10	99	150	
190	天山	17	乌老大	7	90	120	-1	-1	-1	-1	14	门派-逍遥	10	69	142	
191	天山	17	乌老大	7	90	120	-1	-1	-1	-1	9	门派-少林	10	93	132	
192	天山	17	乌老大	7	90	120	-1	-1	-1	-1	17	门派-天山	10	90	120	
193	天山	17	乌老大	7	90	120	-1	-1	-1	-1	13	门派-天龙	10	99	120	
194	天山	17	乌老大	7	90	120	-1	-1	-1	-1	15	门派-峨嵋	10	86	142	
195	天山	17	乌老大	7	90	120	-1	-1	-1	-1	12	门派-武当	10	101	136	
196	天山	17	乌老大	7	90	120	-1	-1	-1	-1	11	门派-明教	10	102	167	
197	天山	17	乌老大	7	90	120	-1	-1	-1	-1	10	门派-丐帮	10	95	120	
198	苍山	25	孙坤	165	164	55	-1	-1	-1	-1	420	束河古镇	20	25	288	
199	楼兰	186	艾尼瓦尔	0	285	130	-1	-1	-1	-1	0	洛阳	10	139	182	
200	楼兰	186	艾尼瓦尔	0	285	130	-1	-1	-1	-1	0	洛阳-九州商会	10	230	129	
201	楼兰	186	艾尼瓦尔	0	285	130	-1	-1	-1	-1	1	苏州	10	111	160	
202	楼兰	186	艾尼瓦尔	0	285	130	-1	-1	-1	-1	1	苏州-铁匠铺	10	239	128	
203	楼兰	186	艾尼瓦尔	0	285	130	-1	-1	-1	-1	2	大理	10	241	136	
204	楼兰	186	艾尼瓦尔	0	285	130	-1	-1	-1	-1	420	束河古镇	20	202	211	
205	楼兰	186	艾尼瓦尔	0	285	130	-1	-1	-1	-1	16	门派-星宿	10	99	150	
206	楼兰	186	艾尼瓦尔	0	285	130	-1	-1	-1	-1	14	门派-逍遥	10	69	142	
207	楼兰	186	艾尼瓦尔	0	285	130	-1	-1	-1	-1	9	门派-少林	10	93	132	
208	楼兰	186	艾尼瓦尔	0	285	130	-1	-1	-1	-1	17	门派-天山	10	90	120	
209	楼兰	186	艾尼瓦尔	0	285	130	-1	-1	-1	-1	13	门派-天龙	10	99	120	
210	楼兰	186	艾尼瓦尔	0	285	130	-1	-1	-1	-1	15	门派-峨嵋	10	86	142	
211	楼兰	186	艾尼瓦尔	0	285	130	-1	-1	-1	-1	12	门派-武当	10	101	136	
212	楼兰	186	艾尼瓦尔	0	285	130	-1	-1	-1	-1	11	门派-明教	10	102	167	
213	楼兰	186	艾尼瓦尔	0	285	130	-1	-1	-1	-1	10	门派-丐帮	10	95	120	
214	束河古镇	420	徐霞客	2	202	211	-1	-1	-1	-1	0	洛阳	20	139	182	
215	束河古镇	420	徐霞客	2	202	211	-1	-1	-1	-1	0	洛阳-九州商会	20	230	129	
216	束河古镇	420	徐霞客	2	202	211	-1	-1	-1	-1	1	苏州	20	111	160	
217	束河古镇	420	徐霞客	2	202	211	-1	-1	-1	-1	1	苏州-铁匠铺	20	239	128	
218	束河古镇	420	徐霞客	2	202	211	-1	-1	-1	-1	2	大理	20	241	136	
219	束河古镇	420	徐霞客	2	202	211	-1	-1	-1	-1	186	楼兰	75	285	130	
220	束河古镇	420	徐霞客	2	202	211	-1	-1	-1	-1	16	门派-星宿	10	99	150	
221	束河古镇	420	徐霞客	2	202	211	-1	-1	-1	-1	14	门派-逍遥	10	69	142	
222	束河古镇	420	徐霞客	2	202	211	-1	-1	-1	-1	9	门派-少林	10	93	132	
223	束河古镇	420	徐霞客	2	202	211	-1	-1	-1	-1	17	门派-天山	10	90	120	
224	束河古镇	420	徐霞客	2	202	211	-1	-1	-1	-1	13	门派-天龙	10	99	120	
225	束河古镇	420	徐霞客	2	202	211	-1	-1	-1	-1	15	门派-峨嵋	10	86	142	
226	束河古镇	420	徐霞客	2	202	211	-1	-1	-1	-1	12	门派-武当	10	101	136	
227	束河古镇	420	徐霞客	2	202	211	-1	-1	-1	-1	11	门派-明教	10	102	167	
228	束河古镇	420	徐霞客	2	202	211	-1	-1	-1	-1	10	门派-丐帮	10	95	120	
229	剑阁	7	龙贾	399	280	81	-1	-1	-1	-1	400	秦皇地宫一层	10	227	224	
230	洛阳	0	云涵儿	148	182	155	118	-1	-1	-1	39	玄武岛	10	109	25	
231	苏州	1	云思儿	155	87	144	-1	-1	-1	-1	39	玄武岛	10	109	25	
232	少林寺	9	慧轮	11	93	132	-1	-1	-1	-1	39	玄武岛	10	109	25	
233	丐帮总舵	10	张全祥	5	95	120	-1	-1	-1	-1	39	玄武岛	10	109	25	
234	光明殿	11	方七佛	0	102	167	-1	-1	-1	-1	39	玄武岛	10	109	25	
235	武当山	12	莫太冲	4	101	136	-1	-1	-1	-1	39	玄武岛	10	109	25	
236	天龙寺	13	破嗔	21	99	120	-1	-1	-1	-1	39	玄武岛	10	109	25	
237	凌波洞	14	李傀儡	11	69	142	-1	-1	-1	-1	39	玄武岛	10	109	25	
238	峨嵋山	15	杨四娘	10	86	142	-1	-1	-1	-1	39	玄武岛	10	109	25	
239	星宿海	16	天狼子	10	99	150	-1	-1	-1	-1	39	玄武岛	10	109	25	
240	天山	17	乌老大	7	90	120	-1	-1	-1	-1	39	玄武岛	10	109	25	
241	玄武岛	39	归佳	247	82	30	-1	-1	-1	-1	0	洛阳	10	182	155	
242	玄武岛	39	归佳	247	82	30	-1	-1	-1	-1	1	苏州	10	87	144	
243	玄武岛	39	归佳	247	82	30	-1	-1	-1	-1	2	大理	10	241	136	
244	钱庄	181	周华荣	1	64	61	-1	-1	-1	-1	0	洛阳	10	205	172	
245	苏州	1	林朝雄	150	178	129	-1	-1	-1	-1	194	寒玉谷	0	26	26	
246	寒玉谷	194	林朝雄	0	26	26	-1	-1	-1	-1	1	苏州	0	178	129	
247	洛阳	0	王积薪	142	269	88	-1	-1	-1	-1	418	洛阳第一休息室	0	32	12	
248	洛阳	0	王积薪	142	269	88	-1	-1	-1	-1	419	洛阳第二休息室	0	32	12	
249	大理	2	刘仲甫	156	274	95	-1	-1	-1	-1	193	大理休息室	0	32	12	
250	苏州	1	张弈国	143	174	147	-1	-1	-1	-1	518	苏州休息室	0	32	12	
251	洛阳第一休息室	418	胡小仙	0	32	12	-1	-1	-1	-1	0	洛阳	0	269	88	
252	洛阳第二休息室	419	胡小仙	0	32	12	-1	-1	-1	-1	0	洛阳	0	269	88	
253	大理休息室	193	胡小仙	0	32	12	-1	-1	-1	-1	2	大理	0	274	95	
254	苏州休息室	518	胡小仙	0	32	12	-1	-1	-1	-1	1	苏州	0	174	147	
255	少林寺	9	慧轮	11	93	132	-1	-1	-1	-1	420	束河古镇	20	202	211	
256	丐帮总舵	10	张全祥	5	95	120	-1	-1	-1	-1	420	束河古镇	20	202	211	
257	光明殿	11	方七佛	0	102	167	-1	-1	-1	-1	420	束河古镇	20	202	211	
258	武当山	12	莫太冲	4	101	136	-1	-1	-1	-1	420	束河古镇	20	202	211	
259	天龙寺	13	破嗔	21	99	120	-1	-1	-1	-1	420	束河古镇	20	202	211	
260	凌波洞	14	李傀儡	11	69	142	-1	-1	-1	-1	420	束河古镇	20	202	211	
261	峨嵋山	15	杨四娘	10	86	142	-1	-1	-1	-1	420	束河古镇	20	202	211	
262	星宿海	16	天狼子	10	99	150	-1	-1	-1	-1	420	束河古镇	20	202	211	
263	天山	17	乌老大	7	90	120	-1	-1	-1	-1	420	束河古镇	20	202	211	
264	少林寺	9	慧轮	11	93	132	-1	-1	-1	-1	186	楼兰	75	285	130	
265	丐帮总舵	10	张全祥	5	95	120	-1	-1	-1	-1	186	楼兰	75	285	130	
266	光明殿	11	方七佛	0	102	167	-1	-1	-1	-1	186	楼兰	75	285	130	
267	武当山	12	莫太冲	4	101	136	-1	-1	-1	-1	186	楼兰	75	285	130	
268	天龙寺	13	破嗔	21	99	120	-1	-1	-1	-1	186	楼兰	75	285	130	
269	凌波洞	14	李傀儡	11	69	142	-1	-1	-1	-1	186	楼兰	75	285	130	
270	峨嵋山	15	杨四娘	10	86	142	-1	-1	-1	-1	186	楼兰	75	285	130	
271	星宿海	16	天狼子	10	99	150	-1	-1	-1	-1	186	楼兰	75	285	130	
272	天山	17	乌老大	7	90	120	-1	-1	-1	-1	186	楼兰	75	285	130	
273	玄武岛	39	归佳	247	82	30	-1	-1	-1	-1	16	门派-星宿	10	99	150	
274	玄武岛	39	归佳	247	82	30	-1	-1	-1	-1	14	门派-逍遥	10	69	142	
275	玄武岛	39	归佳	247	82	30	-1	-1	-1	-1	9	门派-少林	10	93	132	
276	玄武岛	39	归佳	247	82	30	-1	-1	-1	-1	17	门派-天山	10	90	120	
277	玄武岛	39	归佳	247	82	30	-1	-1	-1	-1	13	门派-天龙	10	99	120	
278	玄武岛	39	归佳	247	82	30	-1	-1	-1	-1	15	门派-峨嵋	10	86	142	
279	玄武岛	39	归佳	247	82	30	-1	-1	-1	-1	12	门派-武当	10	101	136	
280	玄武岛	39	归佳	247	82	30	-1	-1	-1	-1	11	门派-明教	10	102	167	
281	玄武岛	39	归佳	247	82	30	-1	-1	-1	-1	10	门派-丐帮	10	95	120	
282	束河古镇	420	李铭洋	30	25	288	-1	-1	-1	-1	25	苍山	20	164	55	
283	大理	2	申情	94	255	126	-1	-1	-1	-1	62	后花园	7	100	97	
284	洛阳	0	金六爷	50	205	172	-1	-1	-1	-1	181	钱庄	10	65	62	
