INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
ExteriorID	坐骑类别 1-普通坐骑 2-天空坐骑	启用等级	Quality	是否可见	Index	门派限制	名称	图标	ToolTips	CharMountID	移动速度	是否奢侈品	可取出的ID	是否图鉴坐骑	Imp_10	Imp_20	Imp_40	Imp_60	Imp_70	Imp_75	Imp_80	Imp_85	Imp_90	Imp_95	Imp_100
31	1	10	4	1	40	-1	马车	Ride2_11	#G	34	80	0	0	0	43131	43228	43325	-1	43422	43519	43616	43713	47711	-1	-1	
32	1	10	4	1	41	-1	天马	Ride2_13	#G	35	85	1	0	0	43132	43229	43326	-1	43423	43520	43617	43714	47737	-1	-1	
33	1	10	4	1	42	-1	兔子	Ride2_9	#G	36	80	0	0	0	43133	43230	43327	-1	43424	43521	43618	43715	47739	-1	-1	
34	1	10	4	1	43	-1	舞狮	Ride2_14	#G	37	80	0	0	0	43134	43231	43328	-1	43425	43522	43619	43716	47742	-1	-1	
35	1	10	4	1	44	-1	驯鹿	Ride2_10	#G	38	80	0	0	0	43135	43232	43329	-1	43426	43523	43620	43717	47753	-1	-1	
36	2	10	4	0	51	-1	大象（没加脚本啊）	RideHeader2_5	#r#G召唤后可邀请同伴一同乘骑。	24	80	0	0	0	43136	43233	43330	-1	43427	43524	43621	43718	47745	-1	-1	
37	2	10	4	0	52	-1	犀牛（没加脚本啊）	RideHeader2_15	#r#G召唤后可邀请同伴一同乘骑。	29	80	0	0	0	43137	43234	43331	-1	43428	43525	43622	43719	48118	-1	-1	
38	2	10	4	0	54	-1	玄龟（没加脚本啊）	RideHeader2_12	#r#G召唤后可邀请同伴一同乘骑。	31	80	0	0	0	43138	43235	43332	-1	43429	43526	43623	43720	47749	-1	-1	
39	1	10	4	0	55	-1	陆吾（没加脚本啊）	RideHeader2_10	#G	26	80	0	0	0	43139	43236	43333	-1	43430	43527	43624	43721	47707	-1	-1	
40	1	10	4	0	56	-1	木牛流马（没加脚本啊）	RideHeader2_13	#G	27	80	0	0	0	43140	43237	43334	-1	43431	43528	43625	43722	47714	-1	-1	
41	1	10	4	0	58	-1	符文骑士（没加脚本啊）	RideHeader2_14	#G	32	80	0	0	0	43141	43238	43335	-1	43432	43529	43626	43723	47672	-1	-1	
42	1	10	4	0	59	-1	鸵鸟（没加脚本啊）	RideHeader2_11	#G	28	80	0	0	0	43142	43239	43336	-1	43433	43530	43627	43724	47740	-1	-1	
43	1	10	4	1	60	-1	雪羽	Ride2_12	#G	39	80	0	0	0	43143	43240	43337	-1	43434	43531	43628	43725	47738	-1	-1	
44	2	10	4	1	63	-1	大风	RideHeader2_7	#r#G召唤后可邀请同伴一同乘骑。	41	70	0	0	0	43144	43241	43338	-1	43435	43532	43629	43726	47666	-1	-1	
45	1	10	4	1	66	-1	黄巾力士	RideHeader2_16	#G	40	80	0	0	0	43145	43242	43339	-1	43436	43533	43630	43727	47689	-1	-1	
46	2	10	4	1	69	-1	雪橇	Ride2_3	#r#G召唤后可邀请同伴一同乘骑。	42	80	1	0	0	43146	43243	43340	-1	43437	43534	43631	43728	47752	-1	-1	
47	2	10	4	1	72	-1	紫电	Ride2_4	#r#G召唤后可邀请同伴一同乘骑。	43	85	1	0	1	43147	43244	43341	-1	43438	43535	43632	43729	47762	-1	-1	
48	1	10	4	1	75	-1	冥羽	Ride2_16	#G	44	80	0	0	0	43148	43245	43342	-1	43439	43536	43633	43730	47735	-1	-1	
49	1	10	4	1	84	-1	如意熊	RideHeader2_8	#G	45	80	0	0	0	43149	43246	43343	-1	43440	43537	43634	43731	47727	-1	-1	
50	1	10	4	1	88	-1	碧水金睛兽	Ride2_5	#G	46	80	0	0	0	43150	43247	43344	-1	43441	43538	43635	43732	47653	-1	-1	
51	1	10	4	1	95	-1	年兽	Ride2_6	#G	48	80	0	0	0	43151	43248	43345	-1	43442	43539	43636	43733	47715	-1	-1	
52	2	10	4	1	98	-1	花车	Ride2_7	#r#G召唤后可邀请同伴一同乘骑。	49	70	0	0	0	43152	43249	43346	-1	43443	43540	43637	43734	47682	-1	-1	
53	2	10	4	1	101	-1	旋转木马	Ride2_8	#r#G召唤后可邀请同伴一同乘骑。	47	70	0	0	0	43153	43250	43347	-1	43444	43541	43638	43735	47750	-1	-1	
54	1	10	4	1	109	-1	白云	RideHeader3_1	#G	50	80	0	0	0	43154	43251	43348	-1	43445	43542	43639	43736	47652	-1	-1	
55	1	10	4	1	113	-1	黑土	RideHeader3_2	#G	51	80	0	0	0	43155	43252	43349	-1	43446	43543	43640	43737	47678	-1	-1	
56	1	10	4	1	119	-1	巨猿	RideHeader3_3	#G	52	80	0	0	0	43156	43253	43350	-1	43447	43544	43641	43738	47690	-1	-1	
57	1	80	4	1	124	4	琉璃凤	RideHeader3_5	#r#G仅峨嵋门派可召唤。	54	75	0	0	0	43157	43254	43351	-1	43448	43545	43642	43739	47702	-1	-1	
58	1	80	4	1	128	2	银月狼	RideHeader3_8	#r#G仅丐帮门派可召唤。	57	75	0	0	0	43158	43255	43352	-1	43449	43546	43643	43740	47758	-1	-1	
59	1	80	4	1	132	1	烈焰狮	RideHeader3_12	#r#G仅明教门派可召唤。	61	75	0	0	0	43159	43256	43353	-1	43450	43547	43644	43741	47695	-1	-1	
60	1	80	4	1	136	0	如意虎	RideHeader3_7	#r#G仅少林门派可召唤。	56	75	0	0	0	43160	43257	43354	-1	43451	43548	43645	43742	47726	-1	-1	
61	1	80	4	1	140	6	龙血马	RideHeader3_10	#r#G仅天龙门派可召唤。	59	75	0	0	0	43161	43258	43355	-1	43452	43549	43646	43743	47704	-1	-1	
62	1	80	4	1	144	7	鹜影雕	RideHeader3_4	#r#G仅天山门派可召唤。	53	75	0	0	0	43162	43259	43356	-1	43453	43550	43647	43744	47743	-1	-1	
63	1	80	4	1	148	3	瑞莲鹤	RideHeader3_6	#r#G仅武当门派可召唤。	55	75	0	0	0	43163	43260	43357	-1	43454	43551	43648	43745	47728	-1	-1	
64	1	80	4	1	152	8	七彩鹿	RideHeader3_9	#r#G仅逍遥门派可召唤。	58	75	0	0	0	43164	43261	43358	-1	43455	43552	43649	43746	47718	-1	-1	
65	1	80	4	1	156	5	青牦牛	RideHeader3_11	#r#G仅星宿门派可召唤。	60	75	0	0	0	43165	43262	43359	-1	43456	43553	43650	43747	47723	-1	-1	
66	1	1	4	1	161	-1	幻羽	RideHeader3_13	#G	62	80	0	0	0	43166	43263	43360	-1	43457	43554	43651	43748	47764	-1	-1	
67	1	10	4	1	166	-1	闪电貂	RideHeader3_14	#G	63	80	0	0	0	43167	43264	43361	-1	43458	43555	43652	43749	47729	-1	-1	
68	1	10	4	1	170	-1	蝶羽	RideHeader3_15	#G	64	80	0	0	0	43168	43265	43362	-1	43459	43556	43653	43750	47663	-1	-1	
69	1	10	4	0	175	-1	陆吾（台湾）	RideHeader2_10	#G	26	80	0	0	0	43169	43266	43363	-1	43460	43557	43654	43751	47708	-1	-1	
70	1	10	4	1	185	-1	巴天虎	RideHeader3_16	#G	65	80	0	0	0	43170	43267	43364	-1	43461	43558	43655	43752	47642	-1	-1	
71	2	10	4	1	189	-1	飞龙椅	RideHeader4_4	#r#G召唤后可邀请同伴一同乘骑。	69	80	1	0	0	43171	43268	43365	-1	43462	43559	43656	43753	47667	-1	-1	
72	1	40	4	0	191	10	羚羊	RideHeader4_1	#G	66	40	0	0	0	43172	43269	43366	-1	43463	43560	43657	43754	47700	-1	-1	
73	1	60	4	0	192	10	雪羚羊	RideHeader4_2	#G	67	70	0	0	0	43173	43270	43367	-1	43464	43561	43658	43755	47751	-1	-1	
74	1	80	4	0	193	10	幽光羚	RideHeader4_3	#G	68	75	0	0	0	43174	43271	43368	-1	43465	43562	43659	43756	47759	-1	-1	
75	1	1	4	1	199	-1	火焰貂	RideHeader4_5	#G	70	80	0	0	0	43175	43272	43369	-1	43466	43563	43660	43757	47685	-1	-1	
76	1	10	4	1	200	-1	熊猫	RideHeader4_6	#G	71	80	0	0	0	43176	43273	43370	-1	43467	43564	43661	43758	47748	-1	-1	
77	1	10	4	1	203	-1	雷刃兽	RideHeader4_7	#G	72	80	0	0	0	43177	43274	43371	-1	43468	43565	43662	43759	47694	-1	-1	
78	1	10	4	1	206	-1	赤魅鹰	RideHeader4_8	#G	73	70	0	0	0	43178	43275	43372	-1	43469	43566	43663	43760	47656	-1	-1	
79	1	10	4	1	210	-1	暗魅鹰	RideHeader4_9	#G	74	70	0	0	0	43179	43276	43373	-1	43470	43567	43664	43761	47641	-1	-1	
80	1	10	4	1	214	-1	紫魅鹰	RideHeader4_10	#G	75	70	0	0	0	43180	43277	43374	-1	43471	43568	43665	43762	47763	-1	-1	
81	1	10	4	1	215	-1	江南锁甲马	RideHeader5_1	#G	82	80	0	0	0	43181	43278	43375	-1	43472	43569	43666	43763	47687	-1	-1	
82	1	10	4	1	216	-1	大漠金戈马	RideHeader5_2	#G	83	80	0	0	0	43182	43279	43376	-1	43473	43570	43667	43764	47660	-1	-1	
83	1	10	4	1	217	-1	赤麟白泽	RideHeader5_12	#G	77	80	0	0	0	43183	43280	43377	-1	43474	43571	43668	43765	47655	-1	-1	
84	1	10	4	1	218	-1	青麟白泽	RideHeader5_13	#G	76	80	0	0	0	43184	43281	43378	-1	43475	43572	43669	43766	47722	-1	-1	
85	1	10	4	1	219	-1	天河灵鹊	RideHeader6_14	#G	172	80	0	0	0	43185	43282	43379	-1	43476	43573	43670	43767	47736	-1	-1	
86	1	10	4	1	220	-1	黑天马	RideHeader6_16	#G	79	85	1	0	1	43186	43283	43380	-1	43477	43574	43671	43768	47677	-1	-1	
87	1	10	4	1	221	-1	云霄羽翼	RideHeader8_8	#G	80	85	1	0	0	43187	43284	43381	-1	43478	43575	43672	43769	47761	-1	-1	
88	1	10	4	1	222	-1	梦灵仙驹	RideHeader9_5	#G	81	85	1	0	1	43188	43285	43382	-1	43479	43576	43673	43770	47713	-1	-1	
89	1	10	4	1	223	-1	绝地	RideHeader4_11	#G	84	80	0	0	0	43189	43286	43383	-1	43480	43577	43674	43771	47691	-1	-1	
90	1	10	4	1	224	-1	憨宝熊	RideHeader9_11	#G	78	80	0	0	0	43190	43287	43384	-1	43481	43578	43675	43772	47674	-1	-1	
91	1	10	4	1	225	-1	蹑景	RideHeader4_12	#G	85	80	1	0	0	43191	43288	43385	-1	43482	43579	43676	43773	47716	-1	-1	
92	1	10	4	1	226	-1	蹑景·典藏	RideHeader4_12	#r#G在我的坐骑界面右键点击即可原样取出。	85	80	1	10141945	1	43192	43289	43386	-1	43483	43580	43677	43774	47717	-1	-1	
93	1	10	4	1	227	-1	六合舆	RideHeader4_13	#G	86	80	0	0	0	43193	43290	43387	-1	43484	43581	43678	43775	47703	-1	-1	
94	2	10	4	1	228	-1	渡情	RideHeader4_14	#r#G召唤后可邀请同伴一同乘骑。	87	80	1	0	1	43194	43291	43388	-1	43485	43582	43679	43776	47664	-1	-1	
95	1	10	4	0	229	-1	凌霄	RideHeader5_13	#G	89	80	0	0	0	43195	43292	43389	-1	43486	43583	43680	43777	47698	-1	-1	
96	1	10	4	1	230	-1	垂云翼	CircularTaskTool90_3	#G	91	80	0	0	0	43196	43293	43390	-1	43487	43584	43681	43778	47659	-1	-1	
97	1	10	4	1	231	-1	红熊王	RideHeader4_15	#G	88	80	0	0	1	43197	43294	43391	-1	43488	43585	43682	43779	47680	-1	-1	
98	1	10	4	1	232	-1	圣诞驯鹿	CircularTaskTool90_13	#G	92	80	0	0	0	43780	43781	43782	-1	43783	43784	43785	43786	47731	-1	-1	
99	1	10	4	1	233	-1	清客摇	RideHeader4_16	#G	93	80	0	0	0	43813	43814	43815	-1	43816	43817	43818	43819	47725	-1	-1	
100	1	10	4	1	234	-1	凤凰座	RideHeader10_1	#G	94	85	1	0	1	43886	43887	43888	-1	43889	43890	43891	43892	47669	-1	-1	
101	1	10	4	1	235	-1	翎月椅	RideHeader10_2	#G	95	80	0	0	0	44185	44186	44187	-1	44188	44189	44190	44191	47699	-1	-1	
102	1	10	4	1	236	-1	雁门风华	RideHeader10_3	#G	96	80	0	0	0	44582	44583	44584	-1	44585	44586	44587	44588	47754	-1	-1	
103	2	10	4	1	237	-1	银汉浮梁	RideHeader10_5	#r#G召唤后可邀请同伴一同乘骑。	97	80	1	0	1	44609	44610	44611	-1	44612	44613	44614	44615	47757	-1	-1	
104	1	40	4	1	11	10	灵鹄	RideHeader10_6	#r#G仅曼陀山庄可召唤。	99	40	0	0	0	44739	44740	44741	-1	44742	44743	44744	44745	47697	-1	-1	
105	1	60	4	1	23	10	衔月鹄	RideHeader10_8	#r#G仅曼陀山庄可召唤。	100	70	0	0	0	44747	44748	44749	-1	44750	44751	44752	44753	47744	-1	-1	
106	1	80	4	1	157	10	问情鹄	RideHeader10_7	#r#G仅曼陀山庄可召唤。	101	75	0	0	0	44758	44759	44760	-1	44761	44762	44763	44764	47741	-1	-1	
107	2	10	4	1	238	-1	寄居蟹	RideHeader10_9	#r#G召唤后可邀请同伴一同乘骑。	102	70	0	0	0	45188	45189	45190	-1	45191	45192	45193	45194	47686	-1	-1	
108	1	10	4	1	239	-1	昆仑雪猿	RideHeader10_10	#G	103	80	0	0	1	45211	45212	45213	-1	45214	45215	45216	45217	47693	-1	-1	
109	1	10	4	1	240	-1	烈焰追风	RideHeader10_11	#G	104	80	0	0	0	45234	45235	45236	-1	45237	45238	45239	45240	47696	-1	-1	
110	2	10	4	1	241	-1	霸世羽龙	RideHeader6_6	#r#G召唤后可邀请同伴一同乘骑。	109	85	1	0	1	45285	45286	45287	-1	45288	45289	45290	45291	47643	-1	-1	
111	2	10	4	1	242	-1	青翼战龙	RideHeader6_7	#r#G召唤后可邀请同伴一同乘骑。	107	85	1	0	1	45308	45309	45310	-1	45311	45312	45313	45314	47724	-1	-1	
112	2	10	4	1	243	-1	绝云焱龙	RideHeader6_8	#r#G召唤后可邀请同伴一同乘骑。	105	85	1	0	1	45331	45332	45333	-1	45334	45335	45336	45337	47692	-1	-1	
113	1	10	4	1	244	-1	圣夜巡礼花车	RideHeader10_12	#G	111	80	0	0	0	45355	45356	45357	-1	45358	45359	45360	45361	47730	-1	-1	
114	1	10	4	1	245	-1	小虎嗷呜	RideHeader10_13	#G	112	85	1	0	0	45440	45441	45442	-1	45443	45444	45445	45446	47746	-1	-1	
115	1	10	4	1	246	-1	拾光恋羽	RideHeader10_15	#G	114	85	1	0	1	45476	45477	45478	-1	45479	45480	45481	45482	47733	-1	-1	
116	1	10	4	1	247	-1	扶摇万里	RideHeader10_14	#G	115	85	1	0	1	45501	45502	45503	-1	45504	45505	45506	45507	47671	-1	-1	
117	1	10	4	1	248	-1	玉蝶乘绡	RideHeader10_16	#G	116	80	0	0	0	45582	45583	45584	-1	45585	45586	45587	45588	47760	-1	-1	
118	1	10	4	1	249	-1	羊驼	RideHeader7_2	#G	173	80	0	0	0	5731	5732	5733	-1	5734	5735	5736	5737	47755	-1	-1	
119	1	10	4	1	250	-1	凤栖云台	RideHeader7_7	#G	118	80	0	0	0	45830	45831	45832	-1	45833	45834	45835	45836	47670	-1	-1	
120	1	10	4	1	251	-1	流霜灵驹	RideHeader7_6	#G	117	80	0	0	0	45853	45854	45855	-1	45856	45857	45858	45859	47701	-1	-1	
121	1	10	4	1	252	-1	彩凤呈祥	RideHeader7_8	#G	119	85	1	0	1	46332	46333	46334	-1	46335	46336	46337	46338	47654	-1	-1	
122	1	10	4	1	253	-1	飞凰引梦	RideHeader7_9	#G	120	85	1	0	1	46355	46356	46357	-1	46358	46359	46360	46361	47665	-1	-1	
123	1	10	4	1	254	-1	赤影	RideHeader11_2	#G	121	80	0	0	0	46384	46385	46386	-1	46387	46388	46389	46390	47658	-1	-1	
124	1	10	4	1	255	-1	绮梦蝶	RideHeader11_1	#G	122	80	0	0	0	46409	46410	46411	-1	46412	46413	46414	46415	47719	-1	-1	
125	1	10	4	1	256	-1	赤兔	RideHeader11_3	#G	123	80	0	0	1	47329	47330	47331	-1	47332	47333	47334	47335	47657	-1	-1	
126	2	10	4	1	257	-1	幽夜	RideHeader7_10	#r#G召唤后可邀请同伴一同乘骑。	124	80	0	0	0	46439	46440	46441	-1	46442	46443	46444	46445	47765	-1	-1	
127	1	10	4	1	258	-1	封霜仙客	RideHeader11_4	#G	125	80	0	0	0	46463	46464	46465	-1	46466	46467	46468	46469	47668	-1	-1	
128	1	10	4	1	259	-1	夜霞赤羽	RideHeader7_11	#G	126	85	1	0	1	46488	46489	46490	-1	46491	46492	46493	46494	47756	-1	-1	
129	1	10	4	1	260	-1	曙光荧翼	RideHeader7_12	#G	127	85	1	0	1	39614	39615	39616	-1	39617	39618	39619	39620	47734	-1	-1	
130	1	10	4	1	261	-1	海波晏	RideHeader11_5	#G	128	80	0	0	0	47595	47596	47597	-1	47598	47599	47600	47601	47673	-1	-1	
131	1	10	4	1	262	-1	飞凰羽翼	RideHeader9_16	#G	129	80	1	0	0	47634	47635	47636	-1	47637	47638	47639	47640	47661	-1	-1	
132	1	10	4	1	263	-1	天乌骓·泣血	CircularTaskTool62_11	#r#G在我的坐骑界面右键点击即可原样取出。	174	90	2	10142536	1	47784	47785	47786	-1	47787	47788	47789	47790	47791	-1	-1	
133	1	10	4	1	264	-1	天乌骓·流光	CircularTaskTool62_12	#r#G在我的坐骑界面右键点击即可原样取出。	175	90	2	10142554	1	47810	47811	47812	-1	47813	47814	47815	47816	47817	-1	-1	
134	1	10	4	1	265	-1	天乌骓·破浪	CircularTaskTool62_15	#r#G在我的坐骑界面右键点击即可原样取出。	176	90	2	10142572	1	47836	47837	47838	-1	47839	47840	47841	47842	47843	-1	-1	
135	1	10	4	1	266	-1	天乌骓·裂影	CircularTaskTool62_16	#r#G在我的坐骑界面右键点击即可原样取出。	177	90	2	10142590	1	47862	47863	47864	-1	47865	47866	47867	47868	47869	-1	-1	
136	1	10	4	1	271	-1	乌骓	CircularTaskTool62_13	#G	178	80	0	0	1	47992	47993	47994	-1	47995	47996	47997	47998	47999	-1	-1	
137	1	10	4	0	272	-1	踏焰山尊	RideHeader4_12	#G	130	80	1	0	0	12172	12173	12174	-1	12175	12176	12177	12178	12179	-1	-1	
138	1	10	4	0	273	-1	踏焰山尊·典藏	RideHeader4_12	#r#G在我的坐骑界面右键点击即可原样取出。	130	80	1	10142501	1	12180	12181	12182	-1	12183	12184	12185	12186	12187	-1	-1	
139	1	10	4	1	274	-1	苍山寒梦	RideHeader11_6	#G	131	80	0	0	0	48158	48159	48160	-1	48161	48162	48163	48164	48165	-1	-1	
140	1	10	4	0	275	-1	驼铃声声	RideHeader7_13	#G	132	80	0	0	0	48204	48205	48206	-1	48207	48208	48209	48210	48211	-1	-1	
141	1	10	4	1	276	-1	七彩祥云	RideHeader7_14	#G	133	85	1	0	1	48526	48527	48528	-1	48529	48530	48531	48532	48533	-1	-1	
142	1	10	4	1	277	-1	筋斗云	RideHeader7_15	#G	134	85	1	0	1	48567	48568	48569	-1	48570	48571	48572	48573	48574	-1	-1	
143	1	10	4	1	278	-1	玉团团	RideHeader7_16	#G	180	80	0	0	0	49299	49300	49301	-1	49302	49303	49304	49305	49306	-1	-1	
144	2	10	4	1	279	-1	扶摇苍龙	RideHeader11_9	#r#G召唤后可邀请同伴一同乘骑。	185	85	1	0	1	49367	49368	49369	-1	49370	49371	49372	49373	49374	-1	-1	
145	2	10	4	1	280	-1	千峰应龙	RideHeader11_8	#r#G召唤后可邀请同伴一同乘骑。	183	85	1	0	1	49393	49394	49395	-1	49396	49397	49398	49399	49400	-1	-1	
146	2	10	4	1	281	-1	北冥玄龙	RideHeader11_7	#r#G召唤后可邀请同伴一同乘骑。	181	85	1	0	1	49419	49420	49421	-1	49422	49423	49424	49425	49426	-1	-1	
147	1	40	4	1	282	11	猞猁	RideHeader11_10	#r#G仅恶人谷可召唤。	187	40	0	0	0	5739	5740	5741	-1	5742	5743	5744	5745	5765	-1	-1	
148	1	60	4	1	283	11	闪电猞	RideHeader11_11	#r#G仅恶人谷可召唤。	188	70	0	0	0	5747	5748	5749	-1	5750	5751	5752	5753	5766	-1	-1	
149	1	80	4	1	284	11	降魔猞	RideHeader11_12	#r#G仅恶人谷可召唤。	189	75	0	0	0	5758	5759	5760	-1	5761	5762	5763	5764	5767	-1	-1	
150	1	10	4	1	285	-1	墨玉麒麟	RideHeader11_13	#G	190	80	0	0	1	49518	49519	49520	-1	49521	49522	49523	49524	49525	-1	-1	
151	1	10	4	1	286	-1	阿拉斯基	RideHeader11_14	#G	191	85	1	0	0	5786	5787	5788	-1	5789	5790	5791	5792	5793	-1	-1	
152	1	10	4	1	287	-1	朔影天狼	RideHeader11_16	#G	193	85	1	0	1	5812	5813	5814	-1	5815	5816	5817	5818	5819	-1	-1	
153	1	10	4	1	288	-1	啸月天狼	RideHeader11_15	#G	192	85	1	0	1	5838	5839	5840	-1	5841	5842	5843	5844	5845	-1	-1	
154	1	10	4	1	289	-1	喵团团	RideHeader12_1	#G	194	85	1	0	0	50783	50784	50785	-1	50786	50787	50788	50789	50790	-1	-1	
155	1	10	4	1	291	-1	大风·震	RideHeader12_5	#r#G在我的坐骑界面右键点击即可原样取出。	195	90	2	10142928	1	50866	50867	50868	-1	50869	50870	50871	50872	50873	-1	-1	
156	1	10	4	1	292	-1	大风·离	RideHeader12_2	#r#G在我的坐骑界面右键点击即可原样取出。	197	90	2	10142929	1	50892	50893	50894	-1	50895	50896	50897	50898	50899	-1	-1	
157	1	10	4	1	293	-1	大风·坎	RideHeader12_4	#r#G在我的坐骑界面右键点击即可原样取出。	196	90	2	10142930	1	50918	50919	50920	0	50921	50922	50923	50924	50925	-1	-1	
158	1	10	4	1	294	-1	大风·乾	RideHeader12_3	#r#G在我的坐骑界面右键点击即可原样取出。	198	90	2	10142931	1	50944	50945	50946	1	50947	50948	50949	50950	50951	-1	-1	
159	1	10	4	1	290	-1	长风	RideHeader12_6	#G	199	80	0	0	1	50970	50971	50972	2	50973	50974	50975	50976	50977	-1	-1	
