INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
Index	增加HP的上限	百分比增加HP的上限	加快HP的回复速度	增加MP的上限	百分比增加MP的上限	加快MP的回复速度	冰攻击	冰抵抗	减少冰冻迟缓时间	火攻击	火抵抗	减少火烧持续时间	电攻击	电抵抗	减少电击眩晕时间	毒攻击	毒抵抗	减少中毒时间	按百分比抵消所有属性攻击	物理攻击	按百分比增加物理攻击	对装备基础物理攻击百分比加成	物理防御	按百分比增加物理防御	对装备基础物理防御百分比加成	按百分比抵消物理伤害	魔法攻击	按百分比增加魔法攻击	对装备基础魔法攻击百分比加成	魔法防御	按百分比增加魔法防御	对装备基础魔法防御百分比加成	按百分比抵消魔法伤害	攻击速度(两次攻击间隔时间)	魔法冷却速度	命中	闪避	会心一击（双倍攻击）的百分比	无视对方防御比率	移动速度百分比	伤害反射	伤害由内力抵消	力量	灵气	体质	定力	身法	会心防御	增加所有的人物一级属性	生命偷取	内力偷取	增加某个技能等级	增加所有技能等级	特殊技能发动概率	降低目标冰抵抗	降低目标火抵抗	降低目标玄抵抗	降低目标毒抵抗	保留1	保留2	保留3	保留4	保留5	保留6
22	686	50	-1	0	50	-1	8	4	-1	8	4	-1	8	4	-1	8	4	-1	2	244	50	100	241	50	100	4	244	50	100	241	50	100	4	20	-1	71	32	4	-1	-1	-1	-1	12	12	12	12	12	4	3	-1	-1	-1	-1	-1	4	4	4	4	
23	714	50	-1	0	50	-1	8	4	-1	8	4	-1	8	4	-1	8	4	-1	2	254	50	100	251	50	100	4	254	50	100	251	50	100	4	21	-1	73	34	4	-1	-1	-1	-1	12	12	12	12	12	4	3	-1	-1	-1	-1	-1	4	4	4	4	
24	743	50	-1	0	50	-1	9	4	-1	9	4	-1	9	4	-1	9	4	-1	3	263	50	100	261	50	100	4	263	50	100	261	50	100	4	22	-1	76	35	4	-1	-1	-1	-1	13	13	13	13	13	4	3	-1	-1	-1	-1	-1	4	4	4	4	
25	771	50	-1	0	50	-1	9	4	-1	9	4	-1	9	4	-1	9	4	-1	3	273	50	100	270	50	100	4	273	50	100	270	50	100	4	23	-1	78	36	4	-1	-1	-1	-1	13	13	13	13	13	4	3	-1	-1	-1	-1	-1	4	4	4	4	
26	800	50	-1	0	50	-1	9	4	-1	9	4	-1	9	4	-1	9	4	-1	3	283	50	100	280	50	100	4	283	50	100	280	50	100	4	24	-1	81	37	4	-1	-1	-1	-1	13	13	13	13	13	4	3	-1	-1	-1	-1	-1	4	4	4	4	
27	828	50	-1	0	50	-1	9	4	-1	9	4	-1	9	4	-1	9	4	-1	3	293	50	100	290	50	100	4	293	50	100	290	50	100	4	25	-1	83	38	4	-1	-1	-1	-1	14	14	14	14	14	4	3	-1	-1	-1	-1	-1	4	4	4	4	
28	857	50	-1	0	50	-1	10	4	-1	10	4	-1	10	4	-1	10	4	-1	3	303	50	100	299	50	100	4	303	50	100	299	50	100	4	26	-1	86	39	4	-1	-1	-1	-1	14	14	14	14	14	4	3	-1	-1	-1	-1	-1	4	4	4	4	
29	885	50	-1	0	50	-1	10	4	-1	10	4	-1	10	4	-1	10	4	-1	3	312	50	100	309	50	100	4	312	50	100	309	50	100	4	27	-1	88	40	4	-1	-1	-1	-1	15	15	15	15	15	4	3	-1	-1	-1	-1	-1	4	4	4	4	
30	914	50	-1	0	50	-1	10	5	-1	10	5	-1	10	5	-1	10	5	-1	3	322	50	100	319	50	100	5	322	50	100	319	50	100	5	28	-1	91	42	5	-1	-1	-1	-1	15	15	15	15	15	5	3	-1	-1	-1	-1	-1	5	5	5	5	
31	942	50	-1	0	50	-1	10	5	-1	10	5	-1	10	5	-1	10	5	-1	3	332	50	100	328	50	100	5	332	50	100	328	50	100	5	29	-1	93	43	5	-1	-1	-1	-1	15	15	15	15	15	5	3	-1	-1	-1	-1	-1	5	5	5	5	
32	971	50	-1	0	50	-1	11	5	-1	11	5	-1	11	5	-1	11	5	-1	3	342	50	100	338	50	100	5	342	50	100	338	50	100	5	30	-1	96	44	5	-1	-1	-1	-1	16	16	16	16	16	5	4	-1	-1	-1	-1	-1	5	5	5	5	
33	1000	50	-1	0	50	-1	11	5	-1	11	5	-1	11	5	-1	11	5	-1	3	351	50	100	348	50	100	5	351	50	100	348	50	100	5	31	-1	99	45	5	-1	-1	-1	-1	16	16	16	16	16	5	4	-1	-1	-1	-1	-1	5	5	5	5	
34	1028	50	-1	0	50	-1	11	5	-1	11	5	-1	11	5	-1	11	5	-1	3	361	50	100	357	50	100	5	361	50	100	357	50	100	5	32	-1	101	46	5	-1	-1	-1	-1	17	17	17	17	17	5	4	-1	-1	-1	-1	-1	5	5	5	5	
35	1057	50	-1	0	50	-1	11	5	-1	11	5	-1	11	5	-1	11	5	-1	3	371	50	100	367	50	100	5	371	50	100	367	50	100	5	33	-1	104	47	5	-1	-1	-1	-1	17	17	17	17	17	5	4	-1	-1	-1	-1	-1	5	5	5	5	
36	1085	50	-1	0	50	-1	11	5	-1	11	5	-1	11	5	-1	11	5	-1	3	381	50	100	377	50	100	5	381	50	100	377	50	100	5	34	-1	106	49	5	-1	-1	-1	-1	17	17	17	17	17	5	4	-1	-1	-1	-1	-1	5	5	5	5	
37	1114	50	-1	0	50	-1	12	5	-1	12	5	-1	12	5	-1	12	5	-1	3	391	50	100	387	50	100	5	391	50	100	387	50	100	5	35	-1	109	50	5	-1	-1	-1	-1	18	18	18	18	18	5	4	-1	-1	-1	-1	-1	5	5	5	5	
38	1142	50	-1	0	50	-1	12	6	-1	12	6	-1	12	6	-1	12	6	-1	3	400	50	100	396	50	100	6	400	50	100	396	50	100	6	36	-1	111	51	5	-1	-1	-1	-1	18	18	18	18	18	5	4	-1	-1	-1	-1	-1	6	6	6	6	
39	1171	50	-1	0	50	-1	12	6	-1	12	6	-1	12	6	-1	12	6	-1	3	410	50	100	406	50	100	6	410	50	100	406	50	100	6	37	-1	114	52	5	-1	-1	-1	-1	19	19	19	19	19	5	4	-1	-1	-1	-1	-1	6	6	6	6	
40	1199	50	-1	0	50	-1	12	6	-1	12	6	-1	12	6	-1	12	6	-1	3	420	50	100	416	50	100	6	420	50	100	416	50	100	6	38	-1	116	53	6	-1	-1	-1	-1	19	19	19	19	19	6	4	-1	-1	-1	-1	-1	6	6	6	6	
41	1228	50	-1	0	50	-1	13	6	-1	13	6	-1	13	6	-1	13	6	-1	4	430	50	100	425	50	100	6	430	50	100	425	50	100	6	39	-1	119	54	6	-1	-1	-1	-1	19	19	19	19	19	6	4	-1	-1	-1	-1	-1	6	6	6	6	
42	1256	50	-1	0	50	-1	13	6	-1	13	6	-1	13	6	-1	13	6	-1	4	439	50	100	435	50	100	6	439	50	100	435	50	100	6	40	-1	121	55	6	-1	-1	-1	-1	20	20	20	20	20	6	4	-1	-1	-1	-1	-1	6	6	6	6	
43	1285	50	-1	0	50	-1	13	6	-1	13	6	-1	13	6	-1	13	6	-1	4	449	50	100	445	50	100	6	449	50	100	445	50	100	6	41	-1	124	57	6	-1	-1	-1	-1	20	20	20	20	20	6	4	-1	-1	-1	-1	-1	6	6	6	6	
44	1313	50	-1	0	50	-1	13	6	-1	13	6	-1	13	6	-1	13	6	-1	4	459	50	100	454	50	100	6	459	50	100	454	50	100	6	42	-1	126	58	6	-1	-1	-1	-1	21	21	21	21	21	6	5	-1	-1	-1	-1	-1	6	6	6	6	
45	1342	50	-1	0	50	-1	14	6	-1	14	6	-1	14	6	-1	14	6	-1	4	469	50	100	464	50	100	6	469	50	100	464	50	100	6	43	-1	129	59	6	-1	-1	-1	-1	21	21	21	21	21	6	5	-1	-1	-1	-1	-1	6	6	6	6	
46	1370	50	-1	0	50	-1	14	7	-1	14	7	-1	14	7	-1	14	7	-1	4	478	50	100	474	50	100	7	478	50	100	474	50	100	7	44	-1	132	60	6	-1	-1	-1	-1	21	21	21	21	21	6	5	-1	-1	-1	-1	-1	7	7	7	7	
47	1399	50	-1	0	50	-1	14	7	-1	14	7	-1	14	7	-1	14	7	-1	4	488	50	100	483	50	100	7	488	50	100	483	50	100	7	45	-1	134	61	6	-1	-1	-1	-1	22	22	22	22	22	6	5	-1	-1	-1	-1	-1	7	7	7	7	
48	1427	50	-1	0	50	-1	14	7	-1	14	7	-1	14	7	-1	14	7	-1	4	498	50	100	493	50	100	7	498	50	100	493	50	100	7	46	-1	137	62	6	-1	-1	-1	-1	22	22	22	22	22	6	5	-1	-1	-1	-1	-1	7	7	7	7	
49	1456	50	-1	0	50	-1	15	7	-1	15	7	-1	15	7	-1	15	7	-1	4	508	50	100	503	50	100	7	508	50	100	503	50	100	7	47	-1	139	64	6	-1	-1	-1	-1	23	23	23	23	23	6	5	-1	-1	-1	-1	-1	7	7	7	7	
50	1484	50	-1	0	50	-1	15	7	-1	15	7	-1	15	7	-1	15	7	-1	4	518	50	100	512	50	100	7	518	50	100	512	50	100	7	48	-1	142	65	7	-1	-1	-1	-1	23	23	23	23	23	7	5	-1	-1	-1	-1	-1	7	7	7	7	
51	1513	50	-1	0	50	-1	15	7	-1	15	7	-1	15	7	-1	15	7	-1	4	527	50	100	522	50	100	7	527	50	100	522	50	100	7	49	-1	144	66	7	-1	-1	-1	-1	23	23	23	23	23	7	5	-1	-1	-1	-1	-1	7	7	7	7	
52	1541	50	-1	0	50	-1	15	7	-1	15	7	-1	15	7	-1	15	7	-1	4	537	50	100	532	50	100	7	537	50	100	532	50	100	7	50	-1	147	67	7	-1	-1	-1	-1	24	24	24	24	24	7	5	-1	-1	-1	-1	-1	7	7	7	7	
53	1570	50	-1	0	50	-1	15	7	-1	15	7	-1	15	7	-1	15	7	-1	4	547	50	100	541	50	100	7	547	50	100	541	50	100	7	51	-1	149	68	7	-1	-1	-1	-1	24	24	24	24	24	7	5	-1	-1	-1	-1	-1	7	7	7	7	
54	1598	50	-1	0	50	-1	16	8	-1	16	8	-1	16	8	-1	16	8	-1	4	557	50	100	551	50	100	8	557	50	100	551	50	100	8	52	-1	152	69	7	-1	-1	-1	-1	25	25	25	25	25	7	5	-1	-1	-1	-1	-1	8	8	8	8	
55	1627	50	-1	0	50	-1	16	8	-1	16	8	-1	16	8	-1	16	8	-1	4	566	50	100	561	50	100	8	566	50	100	561	50	100	8	53	-1	154	70	7	-1	-1	-1	-1	25	25	25	25	25	7	5	-1	-1	-1	-1	-1	8	8	8	8	
56	1655	50	-1	0	50	-1	16	8	-1	16	8	-1	16	8	-1	16	8	-1	4	576	50	100	570	50	100	8	576	50	100	570	50	100	8	54	-1	157	72	7	-1	-1	-1	-1	25	25	25	25	25	7	5	-1	-1	-1	-1	-1	8	8	8	8	
57	1684	50	-1	0	50	-1	16	8	-1	16	8	-1	16	8	-1	16	8	-1	4	586	50	100	580	50	100	8	586	50	100	580	50	100	8	55	-1	159	73	7	-1	-1	-1	-1	26	26	26	26	26	7	6	-1	-1	-1	-1	-1	8	8	8	8	
58	1712	50	-1	0	50	-1	17	8	-1	17	8	-1	17	8	-1	17	8	-1	5	596	50	100	590	50	100	8	596	50	100	590	50	100	8	56	-1	162	74	7	-1	-1	-1	-1	26	26	26	26	26	7	6	-1	-1	-1	-1	-1	8	8	8	8	
59	1741	50	-1	0	50	-1	17	8	-1	17	8	-1	17	8	-1	17	8	-1	5	606	50	100	599	50	100	8	606	50	100	599	50	100	8	57	-1	165	75	7	-1	-1	-1	-1	27	27	27	27	27	7	6	-1	-1	-1	-1	-1	8	8	8	8	
60	1769	50	-1	0	50	-1	17	8	-1	17	8	-1	17	8	-1	17	8	-1	5	615	50	100	609	50	100	8	615	50	100	609	50	100	8	58	-1	167	76	8	-1	-1	-1	-1	27	27	27	27	27	8	6	-1	-1	-1	-1	-1	8	8	8	8	
61	1798	50	-1	0	50	-1	17	8	-1	17	8	-1	17	8	-1	17	8	-1	5	625	50	100	619	50	100	8	625	50	100	619	50	100	8	59	-1	170	77	8	-1	-1	-1	-1	27	27	27	27	27	8	6	-1	-1	-1	-1	-1	8	8	8	8	
62	1826	50	-1	0	50	-1	18	9	-1	18	9	-1	18	9	-1	18	9	-1	5	635	50	100	628	50	100	9	635	50	100	628	50	100	9	60	-1	172	79	8	-1	-1	-1	-1	28	28	28	28	28	8	6	-1	-1	-1	-1	-1	9	9	9	9	
63	1855	50	-1	0	50	-1	18	9	-1	18	9	-1	18	9	-1	18	9	-1	5	645	50	100	638	50	100	9	645	50	100	638	50	100	9	61	-1	175	80	8	-1	-1	-1	-1	28	28	28	28	28	8	6	-1	-1	-1	-1	-1	9	9	9	9	
64	1883	50	-1	0	50	-1	18	9	-1	18	9	-1	18	9	-1	18	9	-1	5	654	50	100	648	50	100	9	654	50	100	648	50	100	9	62	-1	177	81	8	-1	-1	-1	-1	29	29	29	29	29	8	6	-1	-1	-1	-1	-1	9	9	9	9	
65	1912	50	-1	0	50	-1	18	9	-1	18	9	-1	18	9	-1	18	9	-1	5	664	50	100	657	50	100	9	664	50	100	657	50	100	9	63	-1	180	82	8	-1	-1	-1	-1	29	29	29	29	29	8	6	-1	-1	-1	-1	-1	9	9	9	9	
66	1940	50	-1	0	50	-1	19	9	-1	19	9	-1	19	9	-1	19	9	-1	5	674	50	100	667	50	100	9	674	50	100	667	50	100	9	64	-1	182	83	8	-1	-1	-1	-1	29	29	29	29	29	8	6	-1	-1	-1	-1	-1	9	9	9	9	
67	1969	50	-1	0	50	-1	19	9	-1	19	9	-1	19	9	-1	19	9	-1	5	684	50	100	677	50	100	9	684	50	100	677	50	100	9	65	-1	185	84	8	-1	-1	-1	-1	30	30	30	30	30	8	6	-1	-1	-1	-1	-1	9	9	9	9	
68	1997	50	-1	0	50	-1	19	9	-1	19	9	-1	19	9	-1	19	9	-1	5	694	50	100	686	50	100	9	694	50	100	686	50	100	9	66	-1	187	85	8	-1	-1	-1	-1	30	30	30	30	30	8	6	-1	-1	-1	-1	-1	9	9	9	9	
69	2026	50	-1	0	50	-1	19	9	-1	19	9	-1	19	9	-1	19	9	-1	5	703	50	100	696	50	100	9	703	50	100	696	50	100	9	67	-1	190	87	8	-1	-1	-1	-1	31	31	31	31	31	8	7	-1	-1	-1	-1	-1	9	9	9	9	
70	2054	50	-1	0	50	-1	19	10	-1	19	10	-1	19	10	-1	19	10	-1	5	713	50	100	706	50	100	10	713	50	100	706	50	100	10	68	-1	192	88	9	-1	-1	-1	-1	31	31	31	31	31	9	7	-1	-1	-1	-1	-1	10	10	10	10	
71	2083	50	-1	0	50	-1	20	10	-1	20	10	-1	20	10	-1	20	10	-1	5	723	50	100	716	50	100	10	723	50	100	716	50	100	10	69	-1	195	89	9	-1	-1	-1	-1	31	31	31	31	31	9	7	-1	-1	-1	-1	-1	10	10	10	10	
72	2111	50	-1	0	50	-1	20	10	-1	20	10	-1	20	10	-1	20	10	-1	5	733	50	100	725	50	100	10	733	50	100	725	50	100	10	70	-1	198	90	9	-1	-1	-1	-1	32	32	32	32	32	9	7	-1	-1	-1	-1	-1	10	10	10	10	
73	2140	50	-1	0	50	-1	20	10	-1	20	10	-1	20	10	-1	20	10	-1	5	742	50	100	735	50	100	10	742	50	100	735	50	100	10	71	-1	200	91	9	-1	-1	-1	-1	32	32	32	32	32	9	7	-1	-1	-1	-1	-1	10	10	10	10	
74	2169	50	-1	0	50	-1	20	10	-1	20	10	-1	20	10	-1	20	10	-1	5	752	50	100	745	50	100	10	752	50	100	745	50	100	10	72	-1	203	92	9	-1	-1	-1	-1	33	33	33	33	33	9	7	-1	-1	-1	-1	-1	10	10	10	10	
75	2197	50	-1	0	50	-1	21	10	-1	21	10	-1	21	10	-1	21	10	-1	6	762	50	100	754	50	100	10	762	50	100	754	50	100	10	73	-1	205	94	9	-1	-1	-1	-1	33	33	33	33	33	9	7	-1	-1	-1	-1	-1	10	10	10	10	
76	2226	50	-1	0	50	-1	21	10	-1	21	10	-1	21	10	-1	21	10	-1	6	772	50	100	764	50	100	10	772	50	100	764	50	100	10	74	-1	208	95	9	-1	-1	-1	-1	33	33	33	33	33	9	7	-1	-1	-1	-1	-1	10	10	10	10	
77	2254	50	-1	0	50	-1	21	10	-1	21	10	-1	21	10	-1	21	10	-1	6	782	50	100	774	50	100	10	782	50	100	774	50	100	10	75	-1	210	96	9	-1	-1	-1	-1	34	34	34	34	34	9	7	-1	-1	-1	-1	-1	10	10	10	10	
78	2283	50	-1	0	50	-1	21	11	-1	21	11	-1	21	11	-1	21	11	-1	6	791	50	100	783	50	100	11	791	50	100	783	50	100	11	76	-1	213	97	9	-1	-1	-1	-1	34	34	34	34	34	9	7	-1	-1	-1	-1	-1	11	11	11	11	
79	2311	50	-1	0	50	-1	22	11	-1	22	11	-1	22	11	-1	22	11	-1	6	801	50	100	793	50	100	11	801	50	100	793	50	100	11	77	-1	215	98	9	-1	-1	-1	-1	35	35	35	35	35	9	7	-1	-1	-1	-1	-1	11	11	11	11	
80	2340	50	-1	0	50	-1	22	11	-1	22	11	-1	22	11	-1	22	11	-1	6	811	50	100	803	50	100	11	811	50	100	803	50	100	11	78	-1	218	99	10	-1	-1	-1	-1	35	35	35	35	35	10	7	-1	-1	-1	-1	-1	11	11	11	11	
81	2368	50	-1	0	50	-1	22	11	-1	22	11	-1	22	11	-1	22	11	-1	6	821	50	100	812	50	100	11	821	50	100	812	50	100	11	79	-1	220	100	10	-1	-1	-1	-1	35	35	35	35	35	10	7	-1	-1	-1	-1	-1	11	11	11	11	
82	2397	50	-1	0	50	-1	22	11	-1	22	11	-1	22	11	-1	22	11	-1	6	830	50	100	822	50	100	11	830	50	100	822	50	100	11	80	-1	223	102	10	-1	-1	-1	-1	36	36	36	36	36	10	8	-1	-1	-1	-1	-1	11	11	11	11	
83	2425	50	-1	0	50	-1	23	11	-1	23	11	-1	23	11	-1	23	11	-1	6	840	50	100	832	50	100	11	840	50	100	832	50	100	11	81	-1	225	103	10	-1	-1	-1	-1	36	36	36	36	36	10	8	-1	-1	-1	-1	-1	11	11	11	11	
84	2454	50	-1	0	50	-1	23	11	-1	23	11	-1	23	11	-1	23	11	-1	6	850	50	100	841	50	100	11	850	50	100	841	50	100	11	82	-1	228	104	10	-1	-1	-1	-1	37	37	37	37	37	10	8	-1	-1	-1	-1	-1	11	11	11	11	
85	2482	50	-1	0	50	-1	23	11	-1	23	11	-1	23	11	-1	23	11	-1	6	860	50	100	851	50	100	11	860	50	100	851	50	100	11	83	-1	231	105	10	-1	-1	-1	-1	37	37	37	37	37	10	8	-1	-1	-1	-1	-1	11	11	11	11	
86	2511	50	-1	0	50	-1	23	12	-1	23	12	-1	23	12	-1	23	12	-1	6	870	50	100	861	50	100	12	870	50	100	861	50	100	12	84	-1	233	106	10	-1	-1	-1	-1	37	37	37	37	37	10	8	-1	-1	-1	-1	-1	12	12	12	12	
87	2539	50	-1	0	50	-1	23	12	-1	23	12	-1	23	12	-1	23	12	-1	6	879	50	100	870	50	100	12	879	50	100	870	50	100	12	85	-1	236	107	10	-1	-1	-1	-1	38	38	38	38	38	10	8	-1	-1	-1	-1	-1	12	12	12	12	
88	2568	50	-1	0	50	-1	24	12	-1	24	12	-1	24	12	-1	24	12	-1	6	889	50	100	880	50	100	12	889	50	100	880	50	100	12	86	-1	238	109	10	-1	-1	-1	-1	38	38	38	38	38	10	8	-1	-1	-1	-1	-1	12	12	12	12	
89	2596	50	-1	0	50	-1	24	12	-1	24	12	-1	24	12	-1	24	12	-1	6	899	50	100	890	50	100	12	899	50	100	890	50	100	12	87	-1	241	110	10	-1	-1	-1	-1	39	39	39	39	39	10	8	-1	-1	-1	-1	-1	12	12	12	12	
90	2625	50	-1	0	50	-1	24	12	-1	24	12	-1	24	12	-1	24	12	-1	6	909	50	100	899	50	100	12	909	50	100	899	50	100	12	88	-1	243	111	11	-1	-1	-1	-1	39	39	39	39	39	11	8	-1	-1	-1	-1	-1	12	12	12	12	
91	2653	50	-1	0	50	-1	24	12	-1	24	12	-1	24	12	-1	24	12	-1	6	918	50	100	909	50	100	12	918	50	100	909	50	100	12	89	-1	246	112	11	-1	-1	-1	-1	39	39	39	39	39	11	8	-1	-1	-1	-1	-1	12	12	12	12	
92	2682	50	-1	0	50	-1	25	12	-1	25	12	-1	25	12	-1	25	12	-1	7	928	50	100	919	50	100	12	928	50	100	919	50	100	12	90	-1	248	113	11	-1	-1	-1	-1	40	40	40	40	40	11	8	-1	-1	-1	-1	-1	12	12	12	12	
